"","RMSD_avg","RMSD_sdv","RMSD_min","RMSD_max","Ene_avg","Ene_sdv","Ene_min","Ene_max","tau5"
"A2",3.26508221712897,0.200998962673961,1.92889642715454,3.67566967010498,-20.7497077565518,17.5769725088188,-80.8308,49.3339,1667
