"","RMSD_avg","RMSD_sdv","RMSD_min","RMSD_max","Ene_avg","Ene_sdv","Ene_min","Ene_max","tau5"
"A2",5.30492009633911,0.866156274680001,2.18964052200317,6.26002025604248,110.8892432207,34.6471412038417,3.2517,213.8273,1667
