"","RMSD_avg","RMSD_sdv","RMSD_min","RMSD_max","Ene_avg","Ene_sdv","Ene_min","Ene_max","tau5"
"A2",3.40265809538364,0.260744968369559,2.18572616577148,3.98477125167847,-96.8689995199808,25.3358414498556,-168.1403,-3.0968,1667
