"","RMSD_avg","RMSD_sdv","RMSD_min","RMSD_max","Ene_avg","Ene_sdv","Ene_min","Ene_max","tau5"
"A",3.3508247449696,0.344036797159236,1.89540982246399,3.97144961357117,-71.5041167244209,24.7737404046237,-149.1132,1.686,1381.26574728008
