"","zn_CG","co_CG","fe_CG","ni_CG"
"Energy_avg",-96.8689995199808,-71.5041167244209,-20.7497077565518,110.8892432207
"Energy_rmsd",25.3358414498556,24.7737404046237,17.5769725088188,34.6471412038417
"RMSD_avg",3.40265809538364,3.3508247449696,3.26508221712897,5.30492009633911
"RMSD_rmsd",0.260744968369559,0.344036797159236,0.200998962673961,0.866156274680001
